Emp_ID,Emp_Age,Emp_Gender,Education_Level,Education_Field,Dist_from_home,Company_name,Location_HQ,Industry,Country,Emp_Job_Role,Emp_Job_Level,Emp_Job_Satisfaction,Emp_Salary,Emp_Salary_Hike_Per,Emp_Performance_Rating,OverTime,No_Companies_Worked,Emp_Experience,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Work_Life_Balance,Business_Travel,Laid_Off_Count,Laid_Off_Percentage,Laid_Off_Date,Laid_off_Month_Year
1249,29,Female,3,Life Sciences,1,Submittable,Missoula,Other,United States,Research Scientist,1,4,3760,15,3,No,1,3,3,2,1,2,3,Travel_Rarely,30,20%,4/25/20,Apr-20
1250,54,Male,3,Life Sciences,3,Divergent 3D,Los Angeles,Transportation,United States,Research Director,4,4,17779,14,3,No,3,36,10,9,0,9,3,Travel_Rarely,57,36%,4/24/20,Apr-20
1251,31,Male,2,Medical,11,Ada Support,Toronto,Support,Canada,Healthcare Representative,2,1,6833,12,3,Yes,1,6,6,5,0,1,2,Travel_Rarely,36,23%,4/24/20,Apr-20
1252,31,Female,3,Medical,24,UPshow,Chicago,Marketing,United States,Healthcare Representative,2,1,6812,19,3,No,1,10,10,9,1,8,3,Travel_Rarely,19,30%,4/24/20,Apr-20
1254,59,Female,3,Life Sciences,3,Lighter Capital,Seattle,Finance,United States,Sales Executive,2,4,5171,17,3,No,5,13,6,1,0,5,3,Travel_Rarely,18,22%,4/24/20,Apr-20
1255,43,Male,3,Life Sciences,3,Horizn Studios,Berlin,Travel,Germany,Research Director,5,4,19740,14,3,No,3,25,8,7,0,7,3,Travel_Rarely,15,25%,4/24/20,Apr-20
1256,49,Male,2,Medical,4,Welkin Health,SF Bay Area,Healthcare,United States,Manager,5,3,18711,13,3,No,2,23,1,0,0,0,4,Travel_Rarely,10,33%,4/24/20,Apr-20
1257,36,Male,3,Technical Degree,3,Jiobit,Chicago,Consumer,United States,Research Scientist,1,2,3692,12,3,No,1,12,11,10,0,7,2,Travel_Frequently,6,21%,4/24/20,Apr-20
1258,48,Male,2,Technical Degree,2,TutorMundi,Sao Paulo,Education,Brazil,Laboratory Technician,1,2,2559,11,3,No,5,7,1,0,0,0,2,Travel_Rarely,4,100%,4/24/20,Apr-20
1259,27,Male,2,Life Sciences,4,StockX,Detroit,Retail,United States,Research Scientist,1,3,2517,11,3,No,1,5,5,3,0,3,3,Travel_Rarely,100,12%,4/23/20,Apr-20
1260,29,Male,3,Life Sciences,7,Zenefits,SF Bay Area,HR,United States,Healthcare Representative,2,4,6623,11,3,Yes,1,6,6,0,1,0,3,Travel_Rarely,87,15%,4/23/20,Apr-20
1263,48,Male,3,Life Sciences,1,Sisense,New York City,Data,United States,Research Director,5,4,18265,12,3,No,6,25,1,0,0,0,4,Travel_Rarely,80,9%,4/23/20,Apr-20
1264,29,Female,3,Life Sciences,1,Oscar Health,New York City,Healthcare,United States,Research Director,4,4,16124,14,3,No,3,9,7,7,1,7,2,Travel_Rarely,70,5%,4/23/20,Apr-20
1265,34,Female,3,Technical Degree,20,Magic Leap,Miami,Consumer,United States,Research Scientist,1,3,2585,17,3,No,0,2,1,0,0,0,2,Travel_Rarely,1000,50%,4/22/20,Apr-20
1267,44,Male,3,Marketing,5,When I Work,Minneapolis,HR,United States,Manager,5,2,18213,11,3,No,7,26,22,9,3,10,3,Travel_Rarely,55,35%,4/22/20,Apr-20
1268,33,Male,5,Marketing,10,Ike,SF Bay Area,Transportation,United States,Sales Executive,3,3,8380,14,3,Yes,0,10,9,8,0,8,3,Travel_Rarely,10,14%,4/22/20,Apr-20
1269,19,Female,3,Life Sciences,25,Lending Club,SF Bay Area,Finance,United States,Research Scientist,1,4,2994,12,3,Yes,1,1,1,0,0,1,3,Travel_Rarely,460,30%,4/21/20,Apr-20
1270,23,Male,2,Life Sciences,1,Houzz,SF Bay Area,Consumer,United States,Research Scientist,1,3,1223,22,4,No,1,1,1,0,0,1,3,Travel_Rarely,155,10%,4/21/20,Apr-20
1273,25,Male,1,Life Sciences,24,Casper,New York City,Retail,United States,Sales Representative,1,4,1118,14,3,Yes,1,1,1,0,1,0,3,Travel_Frequently,78,21%,4/21/20,Apr-20
1275,26,Male,2,Life Sciences,4,RealSelf,Seattle,Healthcare,United States,Research Scientist,1,4,2875,20,4,Yes,1,8,8,5,2,2,2,Travel_Rarely,40,13%,4/21/20,Apr-20
1277,45,Female,3,Marketing,2,Freshbooks,Toronto,Finance,Canada,Manager,5,2,18824,16,3,Yes,2,26,24,10,1,11,3,Travel_Rarely,38,9%,4/21/20,Apr-20
1278,55,Male,1,Medical,8,Patreon,SF Bay Area,Media,United States,Healthcare Representative,4,2,13577,15,3,Yes,1,34,33,9,15,0,3,Non-Travel,30,13%,4/21/20,Apr-20
1279,21,Female,2,Life Sciences,10,Bringg,Tel Aviv,Logistics,Israel,Laboratory Technician,1,3,2625,20,4,No,1,2,2,2,2,2,1,Travel_Frequently,10,10%,4/21/20,Apr-20
1280,46,Female,2,Marketing,4,Klook,Hong Kong,Travel,Hong Kong,Manager,5,2,18789,14,3,No,2,26,11,4,0,8,3,Travel_Rarely,300,15%,4/20/20,Apr-20
1281,34,Female,3,Marketing,2,ConsenSys,New York City,Crypto,United States,Sales Executive,2,1,4538,12,3,Yes,0,4,3,2,0,2,3,Travel_Rarely,91,14%,4/20/20,Apr-20
1282,51,Male,3,Life Sciences,9,GumGum,Los Angeles,Marketing,United States,Manager,5,2,19847,24,4,Yes,4,31,29,10,11,10,2,Travel_Frequently,90,25%,4/20/20,Apr-20
1283,59,Male,4,Medical,18,Kueski,Guadalajara,Finance,Mexico,Manufacturing Director,3,4,10512,12,3,No,6,25,9,7,5,4,2,Travel_Rarely,90,30%,4/20/20,Apr-20
1285,34,Female,3,Medical,19,Movidesk,Blumenau,Support,Brazil,Laboratory Technician,2,2,4444,13,3,No,4,15,11,8,5,10,4,Travel_Frequently,33,25%,4/20/20,Apr-20
1286,28,Male,4,Medical,1,Komodo Health,SF Bay Area,Healthcare,United States,Laboratory Technician,1,3,2154,11,3,Yes,0,5,4,2,0,2,2,Travel_Frequently,23,9%,4/20/20,Apr-20
1288,44,Male,2,Life Sciences,4,Forward,SF Bay Area,Healthcare,United States,Manager,5,1,19190,14,3,No,1,26,25,9,14,13,2,Travel_Rarely,10,3%,4/20/20,Apr-20
1289,34,Male,3,Life Sciences,11,ContaAzul,Joinville,Education,Brazil,Human Resources,2,2,4490,11,3,No,4,14,10,9,1,8,4,Travel_Frequently,140,35%,4/17/20,Apr-20
1291,35,Male,1,Life Sciences,6,Greenhouse Software,New York City,Recruiting,United States,Research Scientist,1,3,3506,14,3,Yes,0,4,3,2,2,2,3,Travel_Rarely,120,28%,4/17/20,Apr-20
1292,42,Female,4,Medical,7,QuintoAndar,Sao Paulo,Real Estate,Brazil,Research Scientist,2,2,2372,16,3,Yes,6,18,1,0,0,0,3,Travel_Rarely,88,8%,4/17/20,Apr-20
1293,43,Female,4,Marketing,4,Loft,Sao Paulo,Real Estate,Brazil,Sales Executive,3,4,10231,14,3,No,3,23,21,7,15,17,4,Travel_Rarely,47,10%,4/17/20,Apr-20
1294,36,Female,4,Life Sciences,2,Zilingo,Singapore,Retail,Singapore,Manufacturing Director,2,2,5410,11,3,Yes,9,18,16,14,5,12,3,Travel_Rarely,44,5%,4/17/20,Apr-20
1295,44,Female,3,Medical,15,Sweetgreen,Los Angeles,Food,United States,Healthcare Representative,3,4,7978,11,3,No,1,10,10,7,0,5,3,Travel_Rarely,35,10%,4/17/20,Apr-20
1296,28,Male,3,Life Sciences,2,People.ai,SF Bay Area,Marketing,United States,Laboratory Technician,1,4,3867,12,3,Yes,1,2,2,2,2,2,3,Travel_Frequently,30,18%,4/17/20,Apr-20
1297,51,Female,2,Medical,6,Tor,Boston,Security,United States,Laboratory Technician,1,3,2838,14,3,No,0,8,7,0,7,7,2,Travel_Frequently,13,37%,4/17/20,Apr-20
1298,30,Female,2,Medical,9,CarGurus,Boston,Transportation,United States,Manufacturing Director,2,3,4695,18,3,Yes,7,10,8,4,1,7,3,Non-Travel,130,13%,4/16/20,Apr-20
1299,29,Female,3,Technical Degree,7,Funding Societies,Singapore,Finance,Singapore,Laboratory Technician,1,3,3339,13,3,Yes,3,10,7,7,7,7,3,Travel_Rarely,65,18%,4/16/20,Apr-20
1301,28,Male,3,Technical Degree,1,CleverTap,Mumbai,Marketing,India,Research Scientist,1,1,2080,11,3,No,2,5,3,2,1,2,2,Travel_Rarely,60,20%,4/16/20,Apr-20
1303,25,Female,3,Medical,1,Opendoor,SF Bay Area,Real Estate,United States,Research Scientist,1,2,2096,18,3,No,1,2,2,2,2,1,2,Travel_Rarely,600,35%,4/15/20,Apr-20
1304,32,Male,3,Medical,8,GoPro,SF Bay Area,Consumer,United States,Sales Executive,2,4,6209,15,3,No,1,10,10,7,0,8,4,Travel_Rarely,200,20%,4/15/20,Apr-20
1306,45,Female,3,Medical,25,Shop101,Mumbai,Retail,India,Manager,5,2,18061,22,4,No,3,22,0,0,0,0,3,Travel_Frequently,200,40%,4/15/20,Apr-20
1307,39,Female,4,Medical,13,Zume,SF Bay Area,Food,United States,Manager,4,2,17123,13,3,Yes,6,21,19,9,15,2,3,Travel_Rarely,200,67%,4/15/20,Apr-20
1308,58,Male,4,Life Sciences,23,Carta,SF Bay Area,Finance,United States,Research Scientist,1,3,2372,12,3,No,1,2,2,2,2,2,3,Travel_Rarely,161,16%,4/15/20,Apr-20
1309,32,Male,2,Life Sciences,7,Parsable,SF Bay Area,HR,United States,Laboratory Technician,2,3,4883,18,3,No,1,10,10,4,1,1,3,Travel_Rarely,40,25%,4/15/20,Apr-20
1310,39,Male,3,Medical,23,Kodiak Robotics,SF Bay Area,Transportation,United States,Research Scientist,1,1,3904,13,3,No,0,6,5,2,0,3,3,Travel_Rarely,15,20%,4/15/20,Apr-20
1311,30,Female,3,Technical Degree,6,The RealReal,SF Bay Area,Retail,United States,Laboratory Technician,2,4,4627,12,3,No,0,10,9,2,6,7,3,Travel_Rarely,235,10%,4/14/20,Apr-20
1312,36,Female,4,Technical Degree,10,TouchBistro,Toronto,Food,Canada,Healthcare Representative,3,3,7094,12,3,No,3,10,7,7,1,7,3,Travel_Rarely,131,23%,4/14/20,Apr-20
1314,46,Female,2,Life Sciences,1,Envoy,SF Bay Area,HR,United States,Human Resources,1,1,3423,12,3,No,6,10,7,6,5,7,4,Travel_Rarely,58,30%,4/14/20,Apr-20
1315,28,Female,3,Life Sciences,1,VSCO,SF Bay Area,Consumer,United States,Laboratory Technician,2,4,6674,11,3,No,0,10,9,8,7,5,3,Non-Travel,45,35%,4/14/20,Apr-20
1317,50,Female,3,Life Sciences,28,Groupon,Chicago,Retail,United States,Research Director,4,1,16880,11,3,Yes,4,25,3,2,1,2,3,Travel_Rarely,2800,44%,4/13/20,Apr-20
1318,40,Male,4,Marketing,25,Zoox,SF Bay Area,Transportation,United States,Sales Executive,3,2,9094,12,3,Yes,2,9,5,4,1,0,3,Travel_Rarely,100,10%,4/13/20,Apr-20
1319,52,Male,3,Life Sciences,5,Neon,Sao Paulo,Finance,Brazil,Sales Executive,3,2,8446,19,3,Yes,9,10,8,7,7,7,2,Travel_Rarely,70,10%,4/13/20,Apr-20
1321,30,Female,4,Medical,17,EasyPost,SF Bay Area,Logistics,United States,Manager,3,1,11916,23,4,Yes,1,9,9,1,0,8,3,Travel_Rarely,50,25%,4/13/20,Apr-20
1322,39,Male,2,Life Sciences,18,Clearbanc,Toronto,Finance,Canada,Manufacturing Director,2,3,4534,11,3,No,0,9,8,7,1,7,3,Travel_Rarely,17,8%,4/13/20,Apr-20
1324,31,Female,4,Life Sciences,2,Frontdesk,Milwaukee,Travel,United States,Sales Executive,3,3,9852,19,3,Yes,1,10,10,8,9,6,2,Non-Travel,35,16%,04-10-2020,Apr-20
1329,41,Male,2,Medical,10,NuoDB,Boston,Data,United States,Sales Executive,2,2,6151,13,3,No,1,19,19,2,11,9,3,Non-Travel,20,29%,04-10-2020,Apr-20
1331,31,Female,3,Life Sciences,1,Rhumbix,SF Bay Area,Construction,United States,Sales Representative,1,2,2302,11,3,Yes,1,3,3,2,2,2,4,Travel_Frequently,16,27%,04-10-2020,Apr-20
1333,44,Male,3,Life Sciences,3,Atsu,Seattle,Infrastructure,United States,Laboratory Technician,1,1,2362,12,3,No,4,10,3,2,1,2,4,Travel_Rarely,6,100%,04-10-2020,Apr-20
1334,42,Male,1,Life Sciences,2,Geekwire,Seattle,Media,United States,Manager,4,3,17861,13,3,Yes,0,21,20,8,2,10,2,Non-Travel,5,31%,04-10-2020,Apr-20
1336,55,Female,2,Medical,2,Yelp,SF Bay Area,Consumer,United States,Manager,5,3,19187,14,3,No,4,23,19,9,9,11,3,Travel_Rarely,1000,17%,04-09-2020,Apr-20
1339,43,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,56,Male,4,Life Sciences,8,OneTrust,Atlanta,Legal,United States,Manager,5,2,19717,14,3,No,6,36,7,3,7,7,3,Travel_Rarely,150,10%,04-09-2020,Apr-20
1340,40,Male,2,Life Sciences,16,Omie,Sao Paulo,Finance,Brazil,Research Scientist,1,3,3544,16,3,No,9,6,4,2,0,0,3,Non-Travel,136,31%,04-09-2020,Apr-20
1344,34,Male,3,Life Sciences,9,Domo,Salt Lake City,Data,United States,Healthcare Representative,3,4,8500,11,3,No,0,10,9,7,1,6,2,Travel_Rarely,90,10%,04-09-2020,Apr-20
1346,40,Male,3,Life Sciences,2,Matterport,SF Bay Area,Data,United States,Research Scientist,2,4,4661,13,3,No,1,9,9,8,8,8,3,Travel_Rarely,90,34%,04-09-2020,Apr-20
1349,41,Female,3,Marketing,1,Clinc,Ann Arbor,Support,United States,Sales Executive,2,1,4103,17,3,No,0,10,9,3,1,7,3,Travel_Frequently,40,32%,04-09-2020,Apr-20
1350,35,Male,4,Life Sciences,4,Mejuri,Toronto,Retail,Canada,Research Scientist,2,3,4249,11,3,Yes,1,9,9,6,1,1,3,Travel_Frequently,36,15%,04-09-2020,Apr-20
1352,51,Male,3,Life Sciences,5,Code42,Minneapolis,Data,United States,Manager,4,2,14026,11,3,Yes,1,33,33,9,0,10,3,Travel_Rarely,25,5%,04-09-2020,Apr-20
1355,38,Female,2,Life Sciences,2,Lighthouse Labs,Toronto,Education,Canada,Sales Executive,2,1,6893,15,3,No,3,11,7,7,1,7,3,Travel_Rarely,14,7%,04-09-2020,Apr-20
1356,34,Female,2,Medical,15,LoopMe,London,Marketing,United Kingdom,Sales Executive,2,1,6125,12,3,No,1,10,10,8,9,6,4,Travel_Rarely,8,4%,04-09-2020,Apr-20
1358,25,Male,1,Medical,19,Eventbrite,SF Bay Area,Consumer,United States,Laboratory Technician,1,4,3669,11,3,No,3,7,3,2,1,2,2,Travel_Rarely,500,45%,04-08-2020,Apr-20
1360,58,Female,4,Medical,7,Meesho,Bengaluru,Retail,India,Manufacturing Director,3,1,10008,14,3,Yes,7,31,10,9,5,9,2,Travel_Rarely,200,28%,04-08-2020,Apr-20
1361,40,Male,4,Life Sciences,1,Scoop,SF Bay Area,Transportation,United States,Laboratory Technician,1,2,2387,22,4,No,3,7,4,2,0,3,3,Travel_Rarely,92,33%,04-08-2020,Apr-20
1362,36,Female,3,Marketing,7,Unison,SF Bay Area,Finance,United States,Sales Executive,2,1,4639,16,3,No,2,17,15,7,6,13,2,Travel_Frequently,89,45%,04-08-2020,Apr-20
1363,48,Male,3,Life Sciences,4,Lever,SF Bay Area,Recruiting,United States,Manufacturing Director,3,4,7898,11,3,No,1,11,10,9,0,8,3,Travel_Rarely,86,40%,04-08-2020,Apr-20
1364,27,Female,3,Medical,11,Unbabel,Lisbon,Support,Portugal,Sales Representative,1,4,2534,14,3,No,8,5,1,0,0,0,3,Travel_Rarely,80,35%,04-08-2020,Apr-20
1367,51,Female,2,Technical Degree,11,Button,New York City,Marketing,United States,Manufacturing Director,4,2,13142,16,3,No,3,29,5,2,0,3,2,Travel_Rarely,48,35%,04-08-2020,Apr-20
1368,18,Female,3,Life Sciences,1,Eden / Managed By Q,New York City,Real Estate,United States,Laboratory Technician,1,4,1611,15,3,No,1,0,0,0,0,0,4,Non-Travel,40,40%,04-08-2020,Apr-20
1369,35,Female,3,Medical,1,Quantcast,SF Bay Area,Marketing,United States,Laboratory Technician,2,4,5363,12,3,No,0,10,9,7,0,0,3,Travel_Rarely,30,5%,04-08-2020,Apr-20
1371,27,Male,1,Life Sciences,2,BVAccel,San Diego,Marketing,United States,Sales Executive,2,4,5071,20,4,No,3,8,6,2,0,0,3,Travel_Frequently,25,25%,04-08-2020,Apr-20
1372,55,Male,4,Marketing,13,VideoAmp,Los Angeles,Marketing,United States,Sales Executive,4,3,13695,17,3,Yes,6,24,19,7,3,8,2,Travel_Rarely,21,10%,04-08-2020,Apr-20
1373,56,Male,3,Life Sciences,23,Kenoby,Sao Paulo,Recruiting,Brazil,Manufacturing Director,4,2,13402,12,3,Yes,4,33,19,16,15,9,3,Travel_Rarely,18,16%,04-08-2020,Apr-20
1374,34,Female,1,Technical Degree,26,Connected,Toronto,Product,Canada,Research Scientist,1,3,2029,20,4,No,1,5,5,4,0,0,3,Non-Travel,17,10%,04-08-2020,Apr-20
1375,40,Female,1,Medical,2,GetNinjas,Sao Paulo,Consumer,Brazil,Healthcare Representative,2,3,6377,20,4,No,5,15,12,11,11,8,3,Travel_Rarely,11,10%,04-08-2020,Apr-20
1377,34,Male,3,Medical,29,Spyce,Boston,Food,United States,Laboratory Technician,2,3,5429,13,3,No,4,10,8,7,7,7,3,Travel_Rarely,4,12%,04-08-2020,Apr-20
1379,31,Female,3,Life Sciences,2,Toast,Boston,Food,United States,Sales Representative,1,4,2785,14,3,No,7,3,1,0,0,0,4,Travel_Frequently,1300,50%,04-07-2020,Apr-20
1380,35,Female,4,Marketing,18,ezCater,Boston,Food,United States,Sales Executive,2,3,4614,18,3,Yes,0,5,4,2,3,2,2,Travel_Frequently,400,44%,04-07-2020,Apr-20
1382,38,Male,3,Life Sciences,7,Sage Therapeutics,Boston,Healthcare,United States,Research Scientist,1,3,2610,11,3,No,1,4,4,2,0,3,3,Travel_Frequently,340,53%,04-07-2020,Apr-20
1383,34,Female,4,Technical Degree,2,Redfin,Seattle,Real Estate,United States,Healthcare Representative,2,4,6687,11,3,No,1,14,14,11,4,11,4,Travel_Rarely,236,7%,04-07-2020,Apr-20
1387,28,Male,3,Life Sciences,26,Branch Metrics,SF Bay Area,Marketing,United States,Sales Executive,2,1,4724,11,3,No,1,5,5,3,0,4,3,Travel_Rarely,100,20%,04-07-2020,Apr-20
1389,31,Male,4,Medical,22,Ibotta,Denver,Retail,United States,Manufacturing Director,2,3,6179,15,3,Yes,1,10,10,2,6,7,2,Travel_Rarely,87,15%,04-07-2020,Apr-20
1390,39,Male,4,Life Sciences,21,Away,New York City,Retail,United States,Sales Executive,2,4,6120,12,3,Yes,3,8,5,4,1,4,4,Travel_Rarely,60,10%,04-07-2020,Apr-20
1391,51,Male,3,Marketing,2,MediaMath,New York City,Marketing,United States,Sales Executive,3,2,10596,11,3,No,2,14,4,2,3,2,3,Travel_Frequently,53,8%,04-07-2020,Apr-20
1392,41,Female,3,Life Sciences,22,Group Nine Media,New York City,Media,United States,Research Scientist,2,4,5467,14,3,Yes,3,12,6,2,3,3,2,Travel_Frequently,50,7%,04-07-2020,Apr-20
1394,37,Male,1,Life Sciences,4,Metromile,SF Bay Area,Finance,United States,Research Scientist,1,3,2996,15,3,Yes,7,8,6,4,1,3,3,Travel_Rarely,100,33%,04-06-2020,Apr-20
1395,33,Male,1,Life Sciences,5,Rock Content,Belo Horizonte,Marketing,Brazil,Sales Executive,2,4,9998,13,3,No,6,8,5,4,1,2,4,Travel_Frequently,100,20%,04-06-2020,Apr-20
1396,32,Male,1,Marketing,2,BounceX,New York City,Marketing,United States,Sales Executive,2,2,4078,13,3,Yes,0,4,3,2,1,2,2,Travel_Rarely,77,20%,04-06-2020,Apr-20
1397,39,Male,2,Life Sciences,25,C6 Bank,Sao Paulo,Finance,Brazil,Healthcare Representative,3,3,10920,21,4,No,3,13,6,4,0,5,3,Non-Travel,60,6%,04-06-2020,Apr-20
1399,25,Male,1,Life Sciences,18,Wordstream,Boston,Marketing,United States,Sales Executive,2,3,6232,11,3,No,2,6,3,2,1,2,2,Travel_Rarely,26,10%,04-06-2020,Apr-20
1401,52,Female,2,Medical,28,Cogito,Boston,Support,United States,Manufacturing Director,4,3,13247,11,3,Yes,2,24,5,3,0,2,2,Travel_Frequently,24,14%,04-06-2020,Apr-20
1402,43,Female,3,Medical,6,BusBud,Montreal,Transportation,Canada,Research Scientist,2,3,4081,14,3,Yes,1,20,20,7,1,8,1,Travel_Rarely,23,32%,04-06-2020,Apr-20
1403,27,Female,3,Marketing,10,Borrowell,Toronto,Finance,Canada,Sales Executive,2,4,5769,11,3,Yes,1,6,6,2,4,4,3,Travel_Rarely,15,20%,04-06-2020,Apr-20
1405,27,Female,4,Life Sciences,17,PerkSpot,Chicago,HR,United States,Research Scientist,1,3,2394,13,3,Yes,1,8,8,2,7,7,3,Travel_Rarely,10,10%,04-06-2020,Apr-20
1407,26,Male,1,Medical,2,Astra,SF Bay Area,Aerospace,United States,Research Scientist,1,4,3904,12,3,No,0,5,4,3,1,1,3,Travel_Rarely,40,25%,04-05-2020,Apr-20
1408,42,Female,3,Human Resources,10,Iflix,Kuala Lumpur,Consumer,Malaysia,Manager,4,1,16799,14,3,No,0,21,20,7,0,9,3,Travel_Rarely,50,12%,04-04-2020,Apr-20
1409,52,Female,4,Other,8,Gympass,Sao Paulo,Fitness,Brazil,Laboratory Technician,1,1,2950,13,3,No,9,12,5,4,0,4,1,Travel_Rarely,467,33%,04-03-2020,Apr-20
1411,37,Female,3,Medical,11,Sojern,SF Bay Area,Marketing,United States,Laboratory Technician,1,3,3629,18,3,No,4,8,3,2,0,2,3,Travel_Rarely,300,50%,04-03-2020,Apr-20
1412,35,Male,2,Life Sciences,18,MaxMilhas,Belo Horizonte,Travel,Brazil,Manufacturing Director,3,4,9362,11,3,No,2,10,2,2,2,2,3,Travel_Frequently,167,42%,04-03-2020,Apr-20
1415,25,Male,3,Technical Degree,1,Minted,SF Bay Area,Retail,United States,Laboratory Technician,1,4,3229,11,3,No,4,7,3,2,0,2,2,Travel_Rarely,147,37%,04-03-2020,Apr-20
1417,26,Male,3,Other,7,Traveloka,Jakarta,Travel,Indonesia,Laboratory Technician,1,1,3578,12,3,No,0,8,7,7,0,7,3,Travel_Rarely,100,10%,04-03-2020,Apr-20
1419,29,Male,3,Other,17,Arrive Logistics,Austin,Logistics,United States,Human Resources,3,1,7988,13,3,No,1,10,10,9,0,9,2,Travel_Rarely,75,7%,04-03-2020,Apr-20
1420,49,Male,2,Life Sciences,28,Salsify,Boston,Retail,United States,Laboratory Technician,2,1,4284,20,4,No,3,20,4,3,1,3,3,Travel_Frequently,60,13%,04-03-2020,Apr-20
1421,29,Female,1,Other,14,Jetty,New York City,Finance,United States,Healthcare Representative,3,4,7553,12,3,Yes,0,9,8,7,7,7,3,Travel_Frequently,35,40%,04-03-2020,Apr-20
1422,54,Female,3,Medical,1,D2iQ,SF Bay Area,Infrastructure,United States,Research Director,4,4,17328,19,3,No,6,29,20,7,12,7,2,Travel_Rarely,34,13%,04-03-2020,Apr-20
1423,58,Female,3,Medical,1,Bustle Digital Group,New York City,Media,United States,Research Director,5,1,19701,21,4,Yes,3,32,9,8,1,5,3,Travel_Rarely,24,8%,04-03-2020,Apr-20
1424,55,Male,4,Medical,1,Opencare,Toronto,Healthcare,Canada,Research Director,4,4,14732,13,3,No,2,31,7,7,0,0,4,Travel_Rarely,18,25%,04-03-2020,Apr-20
1425,36,Female,4,Marketing,3,G/O Media Group,New York City,Media,United States,Sales Executive,2,2,9278,16,3,Yes,3,15,5,4,0,1,3,Travel_Rarely,14,5%,04-03-2020,Apr-20
1427,31,Female,4,Life Sciences,1,Tripbam,Dallas,Travel,United States,Sales Representative,1,3,1359,12,3,No,1,1,1,0,0,0,3,Travel_Frequently,10,25%,04-03-2020,Apr-20
1428,30,Female,4,Marketing,7,Avantage Entertainment,Minneapolis,Media,United States,Sales Executive,2,1,4779,14,3,No,7,8,3,2,0,2,3,Travel_Rarely,5,20%,04-03-2020,Apr-20
1430,31,Female,5,Life Sciences,8,MindBody,San Luis Obispo,Fitness,United States,Research Director,4,2,16422,11,3,No,3,9,3,2,1,0,4,Travel_Rarely,700,35%,04-02-2020,Apr-20
1431,34,Male,4,Other,1,Katerra,SF Bay Area,Construction,United States,Research Scientist,1,1,2996,14,3,No,5,10,4,3,1,3,3,Travel_Frequently,240,3%,04-02-2020,Apr-20
1433,31,Female,3,Life Sciences,8,Ritual,Toronto,Food,Canada,Research Scientist,1,2,1261,12,3,No,1,1,1,0,0,0,4,Travel_Rarely,196,54%,04-02-2020,Apr-20
1434,27,Male,1,Life Sciences,11,ClassPass,New York City,Fitness,United States,Laboratory Technician,1,1,2099,14,3,No,0,6,5,0,1,4,4,Travel_Rarely,154,22%,04-02-2020,Apr-20
1435,36,Male,4,Life Sciences,4,eGym,Munich,Fitness,Germany,Laboratory Technician,2,4,5810,16,3,No,1,10,10,4,1,8,2,Travel_Rarely,100,25%,04-02-2020,Apr-20
1436,36,Female,4,Marketing,16,Industrious,New York City,Real Estate,United States,Sales Executive,2,1,5647,13,3,No,4,11,3,2,0,2,2,Travel_Rarely,90,20%,04-02-2020,Apr-20
1438,47,Male,3,Technical Degree,1,1stdibs,New York City,Retail,United States,Research Scientist,1,4,3420,12,3,No,7,17,6,5,1,2,2,Travel_Rarely,70,17%,04-02-2020,Apr-20
1439,25,Male,2,Life Sciences,9,ThirdLove,SF Bay Area,Retail,United States,Sales Representative,1,1,4400,12,3,No,3,6,3,2,2,2,3,Travel_Rarely,65,30%,04-02-2020,Apr-20
1440,37,Male,2,Technical Degree,5,The Predictive Index,Boston,HR,United States,Laboratory Technician,1,3,3500,14,3,No,0,7,6,5,1,3,1,Non-Travel,59,25%,04-02-2020,Apr-20
1441,56,Female,2,Life Sciences,1,Jobcase,Boston,Recruiting,United States,Research Scientist,1,1,2066,22,4,No,2,5,3,2,1,0,4,Travel_Rarely,39,20%,04-02-2020,Apr-20
1443,47,Female,4,Medical,2,Dynamic Signal,SF Bay Area,HR,United States,Research Director,4,3,17169,19,3,No,3,26,20,17,5,6,4,Travel_Rarely,35,19%,04-02-2020,Apr-20
1445,24,Female,1,Medical,4,Sauce Labs,SF Bay Area,Infrastructure,United States,Sales Executive,2,3,4162,12,3,Yes,1,5,5,4,0,3,3,Travel_Rarely,30,15%,04-02-2020,Apr-20
1446,32,Male,5,Marketing,7,TripleLift,New York City,Marketing,United States,Sales Executive,2,4,9204,12,3,No,4,7,4,3,0,3,2,Travel_Rarely,23,7%,04-02-2020,Apr-20
1447,34,Female,3,Life Sciences,1,Coding Dojo,Seattle,Education,United States,Laboratory Technician,1,2,3294,17,3,No,5,7,5,4,0,2,2,Travel_Rarely,7,7%,04-02-2020,Apr-20
1448,41,Male,5,Medical,5,Instamojo,Bengaluru,Finance,India,Research Scientist,1,3,2127,12,3,Yes,2,7,4,2,0,3,2,Travel_Rarely,6,6%,04-02-2020,Apr-20
1449,40,Male,4,Other,9,Synergysuite,Salt Lake City,Food,United States,Laboratory Technician,2,3,3975,11,3,No,3,11,8,7,0,7,4,Non-Travel,5,7%,04-02-2020,Apr-20
1453,31,Male,2,Life Sciences,8,Flymya,Yangon,Travel,Myanmar,Sales Executive,3,4,10793,18,3,No,1,13,13,7,9,9,3,Travel_Rarely,200,33%,04-01-2020,Apr-20
